Original_Row,Field,Action,Reason
7293,Duplicate Record,Deleted,Multiple joins/reconnects
7318,Duplicate Record,Deleted,Multiple joins/reconnects
7319,Duplicate Record,Deleted,Multiple joins/reconnects
7337,Duplicate Record,Deleted,Multiple joins/reconnects
7338,Duplicate Record,Deleted,Multiple joins/reconnects
7344,Duplicate Record,Deleted,Multiple joins/reconnects
7345,Duplicate Record,Deleted,Multiple joins/reconnects
7362,Duplicate Record,Deleted,Multiple joins/reconnects
7363,Duplicate Record,Deleted,Multiple joins/reconnects
7373,Duplicate Record,Deleted,Multiple joins/reconnects
7374,Duplicate Record,Deleted,Multiple joins/reconnects
7394,Duplicate Record,Deleted,Multiple joins/reconnects
7410,Duplicate Record,Deleted,Multiple joins/reconnects
7424,Duplicate Record,Deleted,Multiple joins/reconnects
7425,Duplicate Record,Deleted,Multiple joins/reconnects
7428,Duplicate Record,Deleted,Multiple joins/reconnects
7463,Duplicate Record,Deleted,Multiple joins/reconnects
7479,Duplicate Record,Deleted,Multiple joins/reconnects
7480,Duplicate Record,Deleted,Multiple joins/reconnects
7518,Duplicate Record,Deleted,Multiple joins/reconnects
7519,Duplicate Record,Deleted,Multiple joins/reconnects
7536,Duplicate Record,Deleted,Multiple joins/reconnects
7537,Duplicate Record,Deleted,Multiple joins/reconnects
7557,Duplicate Record,Deleted,Multiple joins/reconnects
7559,Duplicate Record,Deleted,Multiple joins/reconnects
7605,Duplicate Record,Deleted,Multiple joins/reconnects
7606,Duplicate Record,Deleted,Multiple joins/reconnects
7610,Duplicate Record,Deleted,Multiple joins/reconnects
7612,Duplicate Record,Deleted,Multiple joins/reconnects
7613,Duplicate Record,Deleted,Multiple joins/reconnects
7628,Duplicate Record,Deleted,Multiple joins/reconnects
7664,Duplicate Record,Deleted,Multiple joins/reconnects
7678,Duplicate Record,Deleted,Multiple joins/reconnects
7679,Duplicate Record,Deleted,Multiple joins/reconnects
7686,Duplicate Record,Deleted,Multiple joins/reconnects
7689,Duplicate Record,Deleted,Multiple joins/reconnects
7701,Duplicate Record,Deleted,Multiple joins/reconnects
7720,Duplicate Record,Deleted,Multiple joins/reconnects
7725,Duplicate Record,Deleted,Multiple joins/reconnects
7726,Duplicate Record,Deleted,Multiple joins/reconnects
7738,Duplicate Record,Deleted,Multiple joins/reconnects
7739,Duplicate Record,Deleted,Multiple joins/reconnects
7744,Duplicate Record,Deleted,Multiple joins/reconnects
7745,Duplicate Record,Deleted,Multiple joins/reconnects
7757,Duplicate Record,Deleted,Multiple joins/reconnects
7760,Duplicate Record,Deleted,Multiple joins/reconnects
7763,Duplicate Record,Deleted,Multiple joins/reconnects
7767,Duplicate Record,Deleted,Multiple joins/reconnects
7768,Duplicate Record,Deleted,Multiple joins/reconnects
7778,Duplicate Record,Deleted,Multiple joins/reconnects
7779,Duplicate Record,Deleted,Multiple joins/reconnects
7787,Duplicate Record,Deleted,Multiple joins/reconnects
7788,Duplicate Record,Deleted,Multiple joins/reconnects
7814,Duplicate Record,Deleted,Multiple joins/reconnects
7815,Duplicate Record,Deleted,Multiple joins/reconnects
7826,Duplicate Record,Deleted,Multiple joins/reconnects
7827,Duplicate Record,Deleted,Multiple joins/reconnects
7855,Duplicate Record,Deleted,Multiple joins/reconnects
7873,Duplicate Record,Deleted,Multiple joins/reconnects
7899,Duplicate Record,Deleted,Multiple joins/reconnects
7900,Duplicate Record,Deleted,Multiple joins/reconnects
7913,Duplicate Record,Deleted,Multiple joins/reconnects
7933,Duplicate Record,Deleted,Multiple joins/reconnects
7957,Duplicate Record,Deleted,Multiple joins/reconnects
7959,Duplicate Record,Deleted,Multiple joins/reconnects
7960,Duplicate Record,Deleted,Multiple joins/reconnects
7968,Duplicate Record,Deleted,Multiple joins/reconnects
7975,Duplicate Record,Deleted,Multiple joins/reconnects
8039,Duplicate Record,Deleted,Multiple joins/reconnects
8040,Duplicate Record,Deleted,Multiple joins/reconnects
8089,Duplicate Record,Deleted,Multiple joins/reconnects
8090,Duplicate Record,Deleted,Multiple joins/reconnects
8098,Duplicate Record,Deleted,Multiple joins/reconnects
8100,Duplicate Record,Deleted,Multiple joins/reconnects
8101,Duplicate Record,Deleted,Multiple joins/reconnects
8109,Duplicate Record,Deleted,Multiple joins/reconnects
8111,Duplicate Record,Deleted,Multiple joins/reconnects
8112,Duplicate Record,Deleted,Multiple joins/reconnects
8122,Duplicate Record,Deleted,Multiple joins/reconnects
8123,Duplicate Record,Deleted,Multiple joins/reconnects
8128,Duplicate Record,Deleted,Multiple joins/reconnects
8133,Duplicate Record,Deleted,Multiple joins/reconnects
8134,Duplicate Record,Deleted,Multiple joins/reconnects
8143,Duplicate Record,Deleted,Multiple joins/reconnects
8147,Duplicate Record,Deleted,Multiple joins/reconnects
8148,Duplicate Record,Deleted,Multiple joins/reconnects
8150,Duplicate Record,Deleted,Multiple joins/reconnects
8151,Duplicate Record,Deleted,Multiple joins/reconnects
8190,Duplicate Record,Deleted,Multiple joins/reconnects
8212,Duplicate Record,Deleted,Multiple joins/reconnects
8225,Duplicate Record,Deleted,Multiple joins/reconnects
8226,Duplicate Record,Deleted,Multiple joins/reconnects
8233,Duplicate Record,Deleted,Multiple joins/reconnects
8264,Duplicate Record,Deleted,Multiple joins/reconnects
8269,Duplicate Record,Deleted,Multiple joins/reconnects
8275,Duplicate Record,Deleted,Multiple joins/reconnects
8276,Duplicate Record,Deleted,Multiple joins/reconnects
8290,Duplicate Record,Deleted,Multiple joins/reconnects
8291,Duplicate Record,Deleted,Multiple joins/reconnects
8295,Duplicate Record,Deleted,Multiple joins/reconnects
8309,Duplicate Record,Deleted,Multiple joins/reconnects
8314,Duplicate Record,Deleted,Multiple joins/reconnects
8315,Duplicate Record,Deleted,Multiple joins/reconnects
8319,Duplicate Record,Deleted,Multiple joins/reconnects
8320,Duplicate Record,Deleted,Multiple joins/reconnects
8340,Duplicate Record,Deleted,Multiple joins/reconnects
8343,Duplicate Record,Deleted,Multiple joins/reconnects
8344,Duplicate Record,Deleted,Multiple joins/reconnects
8378,Duplicate Record,Deleted,Multiple joins/reconnects
8379,Duplicate Record,Deleted,Multiple joins/reconnects
8390,Duplicate Record,Deleted,Multiple joins/reconnects
8391,Duplicate Record,Deleted,Multiple joins/reconnects
8404,Duplicate Record,Deleted,Multiple joins/reconnects
8405,Duplicate Record,Deleted,Multiple joins/reconnects
8415,Duplicate Record,Deleted,Multiple joins/reconnects
8416,Duplicate Record,Deleted,Multiple joins/reconnects
8425,Duplicate Record,Deleted,Multiple joins/reconnects
8440,Duplicate Record,Deleted,Multiple joins/reconnects
8445,Duplicate Record,Deleted,Multiple joins/reconnects
8446,Duplicate Record,Deleted,Multiple joins/reconnects
8453,Duplicate Record,Deleted,Multiple joins/reconnects
8476,Duplicate Record,Deleted,Multiple joins/reconnects
8495,Duplicate Record,Deleted,Multiple joins/reconnects
8497,Duplicate Record,Deleted,Multiple joins/reconnects
8520,Duplicate Record,Deleted,Multiple joins/reconnects
8521,Duplicate Record,Deleted,Multiple joins/reconnects
8525,Duplicate Record,Deleted,Multiple joins/reconnects
8533,Duplicate Record,Deleted,Multiple joins/reconnects
8554,Duplicate Record,Deleted,Multiple joins/reconnects
8555,Duplicate Record,Deleted,Multiple joins/reconnects
8562,Duplicate Record,Deleted,Multiple joins/reconnects
8582,Duplicate Record,Deleted,Multiple joins/reconnects
8583,Duplicate Record,Deleted,Multiple joins/reconnects
8591,Duplicate Record,Deleted,Multiple joins/reconnects
8592,Duplicate Record,Deleted,Multiple joins/reconnects
8603,Duplicate Record,Deleted,Multiple joins/reconnects
8604,Duplicate Record,Deleted,Multiple joins/reconnects
8608,Duplicate Record,Deleted,Multiple joins/reconnects
8609,Duplicate Record,Deleted,Multiple joins/reconnects
8614,Duplicate Record,Deleted,Multiple joins/reconnects
8615,Duplicate Record,Deleted,Multiple joins/reconnects
8630,Duplicate Record,Deleted,Multiple joins/reconnects
8649,Duplicate Record,Deleted,Multiple joins/reconnects
8661,Duplicate Record,Deleted,Multiple joins/reconnects
8679,Duplicate Record,Deleted,Multiple joins/reconnects
8680,Duplicate Record,Deleted,Multiple joins/reconnects
8731,Duplicate Record,Deleted,Multiple joins/reconnects
8732,Duplicate Record,Deleted,Multiple joins/reconnects
8763,Duplicate Record,Deleted,Multiple joins/reconnects
8769,Duplicate Record,Deleted,Multiple joins/reconnects
8776,Duplicate Record,Deleted,Multiple joins/reconnects
8790,Duplicate Record,Deleted,Multiple joins/reconnects
8791,Duplicate Record,Deleted,Multiple joins/reconnects
8799,Duplicate Record,Deleted,Multiple joins/reconnects
8800,Duplicate Record,Deleted,Multiple joins/reconnects
8821,Duplicate Record,Deleted,Multiple joins/reconnects
8832,Duplicate Record,Deleted,Multiple joins/reconnects
8833,Duplicate Record,Deleted,Multiple joins/reconnects
8838,Duplicate Record,Deleted,Multiple joins/reconnects
8839,Duplicate Record,Deleted,Multiple joins/reconnects
8843,Duplicate Record,Deleted,Multiple joins/reconnects
8844,Duplicate Record,Deleted,Multiple joins/reconnects
8850,Duplicate Record,Deleted,Multiple joins/reconnects
8851,Duplicate Record,Deleted,Multiple joins/reconnects
8866,Duplicate Record,Deleted,Multiple joins/reconnects
8867,Duplicate Record,Deleted,Multiple joins/reconnects
8876,Duplicate Record,Deleted,Multiple joins/reconnects
8877,Duplicate Record,Deleted,Multiple joins/reconnects
8890,Duplicate Record,Deleted,Multiple joins/reconnects
8891,Duplicate Record,Deleted,Multiple joins/reconnects
8910,Duplicate Record,Deleted,Multiple joins/reconnects
8911,Duplicate Record,Deleted,Multiple joins/reconnects
8933,Duplicate Record,Deleted,Multiple joins/reconnects
8934,Duplicate Record,Deleted,Multiple joins/reconnects
8938,Duplicate Record,Deleted,Multiple joins/reconnects
8943,Duplicate Record,Deleted,Multiple joins/reconnects
8944,Duplicate Record,Deleted,Multiple joins/reconnects
8968,Duplicate Record,Deleted,Multiple joins/reconnects
8969,Duplicate Record,Deleted,Multiple joins/reconnects
8980,Duplicate Record,Deleted,Multiple joins/reconnects
8981,Duplicate Record,Deleted,Multiple joins/reconnects
8997,Duplicate Record,Deleted,Multiple joins/reconnects
9001,Duplicate Record,Deleted,Multiple joins/reconnects
9002,Duplicate Record,Deleted,Multiple joins/reconnects
9005,Duplicate Record,Deleted,Multiple joins/reconnects
9006,Duplicate Record,Deleted,Multiple joins/reconnects
9014,Duplicate Record,Deleted,Multiple joins/reconnects
9023,Duplicate Record,Deleted,Multiple joins/reconnects
9040,Duplicate Record,Deleted,Multiple joins/reconnects
9046,Duplicate Record,Deleted,Multiple joins/reconnects
9047,Duplicate Record,Deleted,Multiple joins/reconnects
9061,Duplicate Record,Deleted,Multiple joins/reconnects
9066,Duplicate Record,Deleted,Multiple joins/reconnects
9067,Duplicate Record,Deleted,Multiple joins/reconnects
9132,Duplicate Record,Deleted,Multiple joins/reconnects
9183,Duplicate Record,Deleted,Multiple joins/reconnects
9184,Duplicate Record,Deleted,Multiple joins/reconnects
9196,Duplicate Record,Deleted,Multiple joins/reconnects
9197,Duplicate Record,Deleted,Multiple joins/reconnects
9201,Duplicate Record,Deleted,Multiple joins/reconnects
9210,Duplicate Record,Deleted,Multiple joins/reconnects
9211,Duplicate Record,Deleted,Multiple joins/reconnects
9213,Duplicate Record,Deleted,Multiple joins/reconnects
9214,Duplicate Record,Deleted,Multiple joins/reconnects
9225,Duplicate Record,Deleted,Multiple joins/reconnects
9226,Duplicate Record,Deleted,Multiple joins/reconnects
9233,Duplicate Record,Deleted,Multiple joins/reconnects
9240,Duplicate Record,Deleted,Multiple joins/reconnects
9241,Duplicate Record,Deleted,Multiple joins/reconnects
9243,Duplicate Record,Deleted,Multiple joins/reconnects
9251,Duplicate Record,Deleted,Multiple joins/reconnects
9252,Duplicate Record,Deleted,Multiple joins/reconnects
9274,Duplicate Record,Deleted,Multiple joins/reconnects
9275,Duplicate Record,Deleted,Multiple joins/reconnects
9327,Duplicate Record,Deleted,Multiple joins/reconnects
9354,Duplicate Record,Deleted,Multiple joins/reconnects
9355,Duplicate Record,Deleted,Multiple joins/reconnects
9360,Duplicate Record,Deleted,Multiple joins/reconnects
9364,Duplicate Record,Deleted,Multiple joins/reconnects
9365,Duplicate Record,Deleted,Multiple joins/reconnects
9385,Duplicate Record,Deleted,Multiple joins/reconnects
9402,Duplicate Record,Deleted,Multiple joins/reconnects
9403,Duplicate Record,Deleted,Multiple joins/reconnects
9405,Duplicate Record,Deleted,Multiple joins/reconnects
9406,Duplicate Record,Deleted,Multiple joins/reconnects
9408,Duplicate Record,Deleted,Multiple joins/reconnects
9409,Duplicate Record,Deleted,Multiple joins/reconnects
9412,Duplicate Record,Deleted,Multiple joins/reconnects
9414,Duplicate Record,Deleted,Multiple joins/reconnects
9415,Duplicate Record,Deleted,Multiple joins/reconnects
9423,Duplicate Record,Deleted,Multiple joins/reconnects
9424,Duplicate Record,Deleted,Multiple joins/reconnects
9437,Duplicate Record,Deleted,Multiple joins/reconnects
9446,Duplicate Record,Deleted,Multiple joins/reconnects
9465,Duplicate Record,Deleted,Multiple joins/reconnects
9470,Duplicate Record,Deleted,Multiple joins/reconnects
9471,Duplicate Record,Deleted,Multiple joins/reconnects
9483,Duplicate Record,Deleted,Multiple joins/reconnects
9484,Duplicate Record,Deleted,Multiple joins/reconnects
9488,Duplicate Record,Deleted,Multiple joins/reconnects
9489,Duplicate Record,Deleted,Multiple joins/reconnects
9503,Duplicate Record,Deleted,Multiple joins/reconnects
9518,Duplicate Record,Deleted,Multiple joins/reconnects
9522,Duplicate Record,Deleted,Multiple joins/reconnects
9523,Duplicate Record,Deleted,Multiple joins/reconnects
9533,Duplicate Record,Deleted,Multiple joins/reconnects
9538,Duplicate Record,Deleted,Multiple joins/reconnects
9560,Duplicate Record,Deleted,Multiple joins/reconnects
9561,Duplicate Record,Deleted,Multiple joins/reconnects
9568,Duplicate Record,Deleted,Multiple joins/reconnects
9569,Duplicate Record,Deleted,Multiple joins/reconnects
9589,Duplicate Record,Deleted,Multiple joins/reconnects
9597,Duplicate Record,Deleted,Multiple joins/reconnects
9598,Duplicate Record,Deleted,Multiple joins/reconnects
9608,Duplicate Record,Deleted,Multiple joins/reconnects
9612,Duplicate Record,Deleted,Multiple joins/reconnects
9618,Duplicate Record,Deleted,Multiple joins/reconnects
9619,Duplicate Record,Deleted,Multiple joins/reconnects
9625,Duplicate Record,Deleted,Multiple joins/reconnects
9630,Duplicate Record,Deleted,Multiple joins/reconnects
9631,Duplicate Record,Deleted,Multiple joins/reconnects
9634,Duplicate Record,Deleted,Multiple joins/reconnects
9635,Duplicate Record,Deleted,Multiple joins/reconnects
9637,Duplicate Record,Deleted,Multiple joins/reconnects
9638,Duplicate Record,Deleted,Multiple joins/reconnects
9643,Duplicate Record,Deleted,Multiple joins/reconnects
9644,Duplicate Record,Deleted,Multiple joins/reconnects
9694,Duplicate Record,Deleted,Multiple joins/reconnects
9695,Duplicate Record,Deleted,Multiple joins/reconnects
9718,Duplicate Record,Deleted,Multiple joins/reconnects
9719,Duplicate Record,Deleted,Multiple joins/reconnects
9725,Duplicate Record,Deleted,Multiple joins/reconnects
9726,Duplicate Record,Deleted,Multiple joins/reconnects
9732,Duplicate Record,Deleted,Multiple joins/reconnects
9733,Duplicate Record,Deleted,Multiple joins/reconnects
9741,Duplicate Record,Deleted,Multiple joins/reconnects
9746,Duplicate Record,Deleted,Multiple joins/reconnects
9752,Duplicate Record,Deleted,Multiple joins/reconnects
9757,Duplicate Record,Deleted,Multiple joins/reconnects
9770,Duplicate Record,Deleted,Multiple joins/reconnects
9774,Duplicate Record,Deleted,Multiple joins/reconnects
9775,Duplicate Record,Deleted,Multiple joins/reconnects
9784,Duplicate Record,Deleted,Multiple joins/reconnects
9790,Duplicate Record,Deleted,Multiple joins/reconnects
9796,Duplicate Record,Deleted,Multiple joins/reconnects
9798,Duplicate Record,Deleted,Multiple joins/reconnects
9808,Duplicate Record,Deleted,Multiple joins/reconnects
9810,Duplicate Record,Deleted,Multiple joins/reconnects
9814,Duplicate Record,Deleted,Multiple joins/reconnects
9815,Duplicate Record,Deleted,Multiple joins/reconnects
9822,Duplicate Record,Deleted,Multiple joins/reconnects
9828,Duplicate Record,Deleted,Multiple joins/reconnects
9829,Duplicate Record,Deleted,Multiple joins/reconnects
9841,Duplicate Record,Deleted,Multiple joins/reconnects
9842,Duplicate Record,Deleted,Multiple joins/reconnects
9850,Duplicate Record,Deleted,Multiple joins/reconnects
9858,Duplicate Record,Deleted,Multiple joins/reconnects
9870,Duplicate Record,Deleted,Multiple joins/reconnects
9871,Duplicate Record,Deleted,Multiple joins/reconnects
9879,Duplicate Record,Deleted,Multiple joins/reconnects
9911,Duplicate Record,Deleted,Multiple joins/reconnects
9912,Duplicate Record,Deleted,Multiple joins/reconnects
9920,Duplicate Record,Deleted,Multiple joins/reconnects
9921,Duplicate Record,Deleted,Multiple joins/reconnects
9946,Duplicate Record,Deleted,Multiple joins/reconnects
9958,Duplicate Record,Deleted,Multiple joins/reconnects
9959,Duplicate Record,Deleted,Multiple joins/reconnects
9962,Duplicate Record,Deleted,Multiple joins/reconnects
9966,Duplicate Record,Deleted,Multiple joins/reconnects
9968,Duplicate Record,Deleted,Multiple joins/reconnects
9969,Duplicate Record,Deleted,Multiple joins/reconnects
9973,Duplicate Record,Deleted,Multiple joins/reconnects
9991,Duplicate Record,Deleted,Multiple joins/reconnects
9992,Duplicate Record,Deleted,Multiple joins/reconnects
10006,Duplicate Record,Deleted,Multiple joins/reconnects
10018,Duplicate Record,Deleted,Multiple joins/reconnects
10021,Duplicate Record,Deleted,Multiple joins/reconnects
10022,Duplicate Record,Deleted,Multiple joins/reconnects
10032,Duplicate Record,Deleted,Multiple joins/reconnects
10042,Duplicate Record,Deleted,Multiple joins/reconnects
10077,Duplicate Record,Deleted,Multiple joins/reconnects
10094,Duplicate Record,Deleted,Multiple joins/reconnects
10097,Duplicate Record,Deleted,Multiple joins/reconnects
10101,Duplicate Record,Deleted,Multiple joins/reconnects
10106,Duplicate Record,Deleted,Multiple joins/reconnects
10109,Duplicate Record,Deleted,Multiple joins/reconnects
10110,Duplicate Record,Deleted,Multiple joins/reconnects
10112,Duplicate Record,Deleted,Multiple joins/reconnects
10113,Duplicate Record,Deleted,Multiple joins/reconnects
10118,Duplicate Record,Deleted,Multiple joins/reconnects
10119,Duplicate Record,Deleted,Multiple joins/reconnects
10127,Duplicate Record,Deleted,Multiple joins/reconnects
10147,Duplicate Record,Deleted,Multiple joins/reconnects
10148,Duplicate Record,Deleted,Multiple joins/reconnects
10156,Duplicate Record,Deleted,Multiple joins/reconnects
10168,Duplicate Record,Deleted,Multiple joins/reconnects
10175,Duplicate Record,Deleted,Multiple joins/reconnects
10189,Duplicate Record,Deleted,Multiple joins/reconnects
10190,Duplicate Record,Deleted,Multiple joins/reconnects
10204,Duplicate Record,Deleted,Multiple joins/reconnects
10229,Duplicate Record,Deleted,Multiple joins/reconnects
10230,Duplicate Record,Deleted,Multiple joins/reconnects
10244,Duplicate Record,Deleted,Multiple joins/reconnects
10245,Duplicate Record,Deleted,Multiple joins/reconnects
10259,Duplicate Record,Deleted,Multiple joins/reconnects
10260,Duplicate Record,Deleted,Multiple joins/reconnects
10286,Duplicate Record,Deleted,Multiple joins/reconnects
10287,Duplicate Record,Deleted,Multiple joins/reconnects
10309,Duplicate Record,Deleted,Multiple joins/reconnects
10333,Duplicate Record,Deleted,Multiple joins/reconnects
10334,Duplicate Record,Deleted,Multiple joins/reconnects
10354,Duplicate Record,Deleted,Multiple joins/reconnects
10361,Duplicate Record,Deleted,Multiple joins/reconnects
10366,Duplicate Record,Deleted,Multiple joins/reconnects
10367,Duplicate Record,Deleted,Multiple joins/reconnects
10371,Duplicate Record,Deleted,Multiple joins/reconnects
10377,Duplicate Record,Deleted,Multiple joins/reconnects
10385,Duplicate Record,Deleted,Multiple joins/reconnects
10386,Duplicate Record,Deleted,Multiple joins/reconnects
10389,Duplicate Record,Deleted,Multiple joins/reconnects
10407,Duplicate Record,Deleted,Multiple joins/reconnects
10408,Duplicate Record,Deleted,Multiple joins/reconnects
10442,Duplicate Record,Deleted,Multiple joins/reconnects
10451,Duplicate Record,Deleted,Multiple joins/reconnects
10452,Duplicate Record,Deleted,Multiple joins/reconnects
10460,Duplicate Record,Deleted,Multiple joins/reconnects
10461,Duplicate Record,Deleted,Multiple joins/reconnects
10469,Duplicate Record,Deleted,Multiple joins/reconnects
10476,Duplicate Record,Deleted,Multiple joins/reconnects
10478,Duplicate Record,Deleted,Multiple joins/reconnects
10484,Duplicate Record,Deleted,Multiple joins/reconnects
10485,Duplicate Record,Deleted,Multiple joins/reconnects
10500,Duplicate Record,Deleted,Multiple joins/reconnects
10506,Duplicate Record,Deleted,Multiple joins/reconnects
10507,Duplicate Record,Deleted,Multiple joins/reconnects
10510,Duplicate Record,Deleted,Multiple joins/reconnects
10511,Duplicate Record,Deleted,Multiple joins/reconnects
10513,Duplicate Record,Deleted,Multiple joins/reconnects
10537,Duplicate Record,Deleted,Multiple joins/reconnects
10541,Duplicate Record,Deleted,Multiple joins/reconnects
10542,Duplicate Record,Deleted,Multiple joins/reconnects
10556,Duplicate Record,Deleted,Multiple joins/reconnects
10581,Duplicate Record,Deleted,Multiple joins/reconnects
10623,Duplicate Record,Deleted,Multiple joins/reconnects
10627,Duplicate Record,Deleted,Multiple joins/reconnects
10628,Duplicate Record,Deleted,Multiple joins/reconnects
10635,Duplicate Record,Deleted,Multiple joins/reconnects
10636,Duplicate Record,Deleted,Multiple joins/reconnects
10649,Duplicate Record,Deleted,Multiple joins/reconnects
10650,Duplicate Record,Deleted,Multiple joins/reconnects
10659,Duplicate Record,Deleted,Multiple joins/reconnects
10660,Duplicate Record,Deleted,Multiple joins/reconnects
10666,Duplicate Record,Deleted,Multiple joins/reconnects
10677,Duplicate Record,Deleted,Multiple joins/reconnects
10678,Duplicate Record,Deleted,Multiple joins/reconnects
10680,Duplicate Record,Deleted,Multiple joins/reconnects
10681,Duplicate Record,Deleted,Multiple joins/reconnects
10685,Duplicate Record,Deleted,Multiple joins/reconnects
10696,Duplicate Record,Deleted,Multiple joins/reconnects
10699,Duplicate Record,Deleted,Multiple joins/reconnects
10700,Duplicate Record,Deleted,Multiple joins/reconnects
10739,Duplicate Record,Deleted,Multiple joins/reconnects
10740,Duplicate Record,Deleted,Multiple joins/reconnects
10742,Duplicate Record,Deleted,Multiple joins/reconnects
10743,Duplicate Record,Deleted,Multiple joins/reconnects
10776,Duplicate Record,Deleted,Multiple joins/reconnects
10781,Duplicate Record,Deleted,Multiple joins/reconnects
10792,Duplicate Record,Deleted,Multiple joins/reconnects
10793,Duplicate Record,Deleted,Multiple joins/reconnects
10814,Duplicate Record,Deleted,Multiple joins/reconnects
10815,Duplicate Record,Deleted,Multiple joins/reconnects
10829,Duplicate Record,Deleted,Multiple joins/reconnects
10830,Duplicate Record,Deleted,Multiple joins/reconnects
10843,Duplicate Record,Deleted,Multiple joins/reconnects
10852,Duplicate Record,Deleted,Multiple joins/reconnects
10853,Duplicate Record,Deleted,Multiple joins/reconnects
10888,Duplicate Record,Deleted,Multiple joins/reconnects
10889,Duplicate Record,Deleted,Multiple joins/reconnects
10891,Duplicate Record,Deleted,Multiple joins/reconnects
10899,Duplicate Record,Deleted,Multiple joins/reconnects
10917,Duplicate Record,Deleted,Multiple joins/reconnects
10918,Duplicate Record,Deleted,Multiple joins/reconnects
10932,Duplicate Record,Deleted,Multiple joins/reconnects
10941,Duplicate Record,Deleted,Multiple joins/reconnects
10942,Duplicate Record,Deleted,Multiple joins/reconnects
10945,Duplicate Record,Deleted,Multiple joins/reconnects
10952,Duplicate Record,Deleted,Multiple joins/reconnects
10956,Duplicate Record,Deleted,Multiple joins/reconnects
10960,Duplicate Record,Deleted,Multiple joins/reconnects
10961,Duplicate Record,Deleted,Multiple joins/reconnects
10967,Duplicate Record,Deleted,Multiple joins/reconnects
10968,Duplicate Record,Deleted,Multiple joins/reconnects
11002,Duplicate Record,Deleted,Multiple joins/reconnects
11003,Duplicate Record,Deleted,Multiple joins/reconnects
11010,Duplicate Record,Deleted,Multiple joins/reconnects
11011,Duplicate Record,Deleted,Multiple joins/reconnects
11021,Duplicate Record,Deleted,Multiple joins/reconnects
11026,Duplicate Record,Deleted,Multiple joins/reconnects
11035,Duplicate Record,Deleted,Multiple joins/reconnects
11036,Duplicate Record,Deleted,Multiple joins/reconnects
11056,Duplicate Record,Deleted,Multiple joins/reconnects
11057,Duplicate Record,Deleted,Multiple joins/reconnects
11063,Duplicate Record,Deleted,Multiple joins/reconnects
11075,Duplicate Record,Deleted,Multiple joins/reconnects
11076,Duplicate Record,Deleted,Multiple joins/reconnects
11080,Duplicate Record,Deleted,Multiple joins/reconnects
11103,Duplicate Record,Deleted,Multiple joins/reconnects
11104,Duplicate Record,Deleted,Multiple joins/reconnects
11132,Duplicate Record,Deleted,Multiple joins/reconnects
11139,Duplicate Record,Deleted,Multiple joins/reconnects
11164,Duplicate Record,Deleted,Multiple joins/reconnects
11167,Duplicate Record,Deleted,Multiple joins/reconnects
11177,Duplicate Record,Deleted,Multiple joins/reconnects
11189,Duplicate Record,Deleted,Multiple joins/reconnects
11190,Duplicate Record,Deleted,Multiple joins/reconnects
11199,Duplicate Record,Deleted,Multiple joins/reconnects
11200,Duplicate Record,Deleted,Multiple joins/reconnects
11208,Duplicate Record,Deleted,Multiple joins/reconnects
11209,Duplicate Record,Deleted,Multiple joins/reconnects
11212,Duplicate Record,Deleted,Multiple joins/reconnects
11222,Duplicate Record,Deleted,Multiple joins/reconnects
11223,Duplicate Record,Deleted,Multiple joins/reconnects
11230,Duplicate Record,Deleted,Multiple joins/reconnects
11289,Duplicate Record,Deleted,Multiple joins/reconnects
11295,Duplicate Record,Deleted,Multiple joins/reconnects
11296,Duplicate Record,Deleted,Multiple joins/reconnects
11298,Duplicate Record,Deleted,Multiple joins/reconnects
11299,Duplicate Record,Deleted,Multiple joins/reconnects
11304,Duplicate Record,Deleted,Multiple joins/reconnects
11305,Duplicate Record,Deleted,Multiple joins/reconnects
11311,Duplicate Record,Deleted,Multiple joins/reconnects
11312,Duplicate Record,Deleted,Multiple joins/reconnects
11320,Duplicate Record,Deleted,Multiple joins/reconnects
11321,Duplicate Record,Deleted,Multiple joins/reconnects
11323,Duplicate Record,Deleted,Multiple joins/reconnects
11324,Duplicate Record,Deleted,Multiple joins/reconnects
11336,Duplicate Record,Deleted,Multiple joins/reconnects
11337,Duplicate Record,Deleted,Multiple joins/reconnects
11340,Duplicate Record,Deleted,Multiple joins/reconnects
11341,Duplicate Record,Deleted,Multiple joins/reconnects
11374,Duplicate Record,Deleted,Multiple joins/reconnects
11385,Duplicate Record,Deleted,Multiple joins/reconnects
11386,Duplicate Record,Deleted,Multiple joins/reconnects
11399,Duplicate Record,Deleted,Multiple joins/reconnects
11400,Duplicate Record,Deleted,Multiple joins/reconnects
11434,Duplicate Record,Deleted,Multiple joins/reconnects
11435,Duplicate Record,Deleted,Multiple joins/reconnects
11453,Duplicate Record,Deleted,Multiple joins/reconnects
11462,Duplicate Record,Deleted,Multiple joins/reconnects
11469,Duplicate Record,Deleted,Multiple joins/reconnects
11470,Duplicate Record,Deleted,Multiple joins/reconnects
11476,Duplicate Record,Deleted,Multiple joins/reconnects
11477,Duplicate Record,Deleted,Multiple joins/reconnects
11481,Duplicate Record,Deleted,Multiple joins/reconnects
11482,Duplicate Record,Deleted,Multiple joins/reconnects
11494,Duplicate Record,Deleted,Multiple joins/reconnects
11495,Duplicate Record,Deleted,Multiple joins/reconnects
11499,Duplicate Record,Deleted,Multiple joins/reconnects
11526,Duplicate Record,Deleted,Multiple joins/reconnects
